date,year,month,temperature,rainfall,humidity,wind_speed,anomaly,city,season
2006-01-27,2006,1,22.47,0.03,51.9,17.5,Normal,Mumbai,Winter
2006-01-28,2006,1,20.24,0.61,53.9,21.6,Normal,Mumbai,Winter
2006-01-29,2006,1,21.23,0.79,68.5,7.8,Normal,Mumbai,Winter
2006-01-30,2006,1,19.83,0.22,53.9,19.9,Normal,Mumbai,Winter
2006-01-31,2006,1,17.76,0.05,68.2,11.8,Normal,Mumbai,Winter
2006-02-01,2006,2,21.9,0.25,52.7,39.6,Normal,Mumbai,Winter
2006-02-02,2006,2,22.6,1.36,63.8,6.0,Normal,Mumbai,Winter
2006-02-03,2006,2,22.18,0.1,67.5,24.9,Normal,Mumbai,Winter
2006-02-04,2006,2,18.96,0.97,33.5,48.6,Normal,Mumbai,Winter
2006-02-05,2006,2,21.46,0.19,68.7,5.4,Normal,Mumbai,Winter
2006-02-06,2006,2,18.76,0.26,,30.1,Normal,Mumbai,Winter
2006-02-07,2006,2,24.24,0.6,56.9,9.7,Normal,Mumbai,Winter
2006-02-08,2006,2,20.66,0.13,63.5,3.8,Normal,Mumbai,Winter
2006-02-09,2006,2,24.28,0.23,51.6,8.5,Normal,Mumbai,Winter
2006-02-10,2006,2,23.92,0.52,63.6,21.4,Normal,Mumbai,Winter
2006-02-11,2006,2,21.26,0.48,84.6,20.2,Normal,Mumbai,Winter
2006-02-12,2006,2,21.02,1.66,38.0,13.0,Normal,Mumbai,Winter
2006-02-13,2006,2,23.36,0.09,55.0,5.4,Normal,Mumbai,Winter
2006-02-14,2006,2,21.68,2.36,68.0,4.5,Normal,Mumbai,Winter
2006-02-15,2006,2,23.21,2.03,72.6,15.5,Normal,Mumbai,Winter
2006-02-16,2006,2,22.45,1.74,46.2,6.1,Normal,Mumbai,Winter
2006-02-17,2006,2,20.62,0.44,53.6,10.3,Normal,Mumbai,Winter
2006-02-18,2006,2,20.06,2.08,54.2,5.6,Normal,Mumbai,Winter
2006-02-19,2006,2,23.87,0.24,53.5,18.7,Normal,Mumbai,Winter
2006-02-20,2006,2,22.81,0.16,58.8,7.8,Normal,Mumbai,Winter
2006-02-21,2006,2,22.94,0.06,45.7,28.4,Normal,Mumbai,Winter
2006-02-22,2006,2,24.94,3.36,57.5,7.1,Normal,Mumbai,Winter
2006-02-23,2006,2,25.78,0.44,50.6,18.4,Normal,Mumbai,Winter
2006-02-24,2006,2,23.73,3.0,59.3,1.9,Normal,Mumbai,Winter
2006-02-25,2006,2,23.76,0.38,52.9,32.8,Normal,Mumbai,Winter
2006-02-26,2006,2,25.14,2.86,58.3,25.5,Normal,Mumbai,Winter
2006-02-27,2006,2,22.49,2.81,49.6,25.6,Normal,Mumbai,Winter
2006-02-28,2006,2,24.99,3.09,69.5,20.1,Normal,Mumbai,Winter
2006-03-01,2006,3,25.61,0.82,56.7,18.4,Normal,Mumbai,Spring
2006-03-02,2006,3,25.93,2.41,60.1,15.5,Normal,Mumbai,Spring
2006-03-03,2006,3,22.14,3.61,58.5,7.6,Normal,Mumbai,Spring
2006-03-04,2006,3,24.03,0.47,60.1,3.9,Normal,Mumbai,Spring
2006-03-05,2006,3,23.99,0.65,60.0,12.9,Normal,Mumbai,Spring
2006-03-06,2006,3,25.59,1.52,68.1,8.8,Normal,Mumbai,Spring
2006-03-07,2006,3,26.29,0.43,57.1,7.0,Normal,Mumbai,Spring
2006-03-08,2006,3,27.95,1.68,52.8,16.6,Normal,Mumbai,Spring
2006-03-09,2006,3,25.1,,60.4,20.8,Normal,Mumbai,Spring
2006-03-10,2006,3,25.23,0.89,53.9,15.5,Normal,Mumbai,Spring
2006-03-11,2006,3,27.83,0.16,59.3,3.6,Normal,Mumbai,Spring
2006-03-12,2006,3,26.69,0.42,49.5,31.2,Normal,Mumbai,Spring
2006-03-13,2006,3,28.28,0.36,70.5,4.9,Normal,Mumbai,Spring
2006-03-14,2006,3,26.95,2.19,52.2,3.8,Normal,Mumbai,Spring
2006-03-15,2006,3,24.92,0.26,72.0,16.6,Normal,Mumbai,Spring
2006-03-16,2006,3,24.79,1.98,59.4,13.2,Normal,Mumbai,Spring
2006-03-17,2006,3,24.6,1.9,68.6,12.5,Normal,Mumbai,Spring
2006-03-18,2006,3,28.06,0.83,52.3,13.9,Normal,Mumbai,Spring
2006-03-19,2006,3,28.99,0.32,40.3,14.0,Normal,Mumbai,Spring
2006-03-20,2006,3,30.12,0.31,43.5,7.3,Normal,Mumbai,Spring
2006-03-21,2006,3,28.74,0.75,85.0,12.1,Normal,Mumbai,Spring
2006-03-22,2006,3,29.36,0.01,54.0,7.6,Normal,Mumbai,Spring
2006-03-23,2006,3,26.89,0.91,71.0,9.4,Normal,Mumbai,Spring
2006-03-24,2006,3,26.16,3.66,47.0,16.4,Normal,Mumbai,Spring
2006-03-25,2006,3,29.31,0.2,61.8,7.0,Normal,Mumbai,Spring
2006-03-26,2006,3,28.79,1.02,63.5,9.1,Normal,Mumbai,Spring
2006-03-27,2006,3,28.47,3.92,88.4,4.2,Normal,Mumbai,Spring
2006-03-28,2006,3,29.02,2.36,56.8,11.7,Normal,Mumbai,Spring
2006-03-29,2006,3,29.06,2.28,52.9,20.0,Normal,Mumbai,Spring
2006-03-30,2006,3,30.64,2.07,63.5,5.8,Normal,Mumbai,Spring
2006-03-31,2006,3,30.79,0.44,50.8,8.8,Normal,Mumbai,Spring
2006-04-01,2006,4,29.8,2.66,64.1,4.4,Normal,Mumbai,Spring
2006-04-02,2006,4,30.39,3.4,59.5,10.3,Normal,Mumbai,Spring
2006-04-03,2006,4,30.03,0.82,52.5,11.2,Normal,Mumbai,Spring
2006-04-04,2006,4,28.7,0.53,64.9,16.2,Normal,Mumbai,Spring
2006-04-05,2006,4,30.66,0.64,61.1,13.9,Normal,Mumbai,Spring
2006-04-06,2006,4,27.56,0.49,67.6,26.2,Normal,Mumbai,Spring
2006-04-07,2006,4,31.37,0.29,,3.9,Normal,Mumbai,Spring
2006-04-08,2006,4,28.13,1.16,55.0,5.9,Normal,Mumbai,Spring
2006-04-09,2006,4,,0.99,55.9,2.4,Normal,Mumbai,Spring
2006-04-10,2006,4,28.91,0.75,46.5,6.1,Normal,Mumbai,Spring
2006-04-11,2006,4,31.14,0.12,65.2,23.4,Normal,Mumbai,Spring
2006-04-12,2006,4,30.39,1.91,53.6,27.4,Normal,Mumbai,Spring
2006-04-13,2006,4,28.17,0.23,63.5,16.7,Normal,Mumbai,Spring
2006-04-14,2006,4,31.32,0.15,71.7,8.9,Normal,Mumbai,Spring
2006-04-15,2006,4,29.95,1.17,53.2,12.6,Normal,Mumbai,Spring
2006-04-16,2006,4,32.26,0.61,55.3,14.6,Normal,Mumbai,Spring
2006-04-17,2006,4,31.07,0.07,70.1,12.8,Normal,Mumbai,Spring
2006-04-18,2006,4,31.78,0.53,67.1,7.6,Normal,Mumbai,Spring
2006-04-19,2006,4,29.87,1.77,66.0,7.1,Normal,Mumbai,Spring
2006-04-20,2006,4,30.55,1.15,56.1,7.8,Normal,Mumbai,Spring
2006-04-21,2006,4,30.86,0.54,45.6,7.4,Normal,Mumbai,Spring
2006-04-22,2006,4,32.95,0.26,52.9,23.3,Normal,Mumbai,Spring
2006-04-23,2006,4,34.3,,49.9,16.5,Normal,Mumbai,Spring
2006-04-24,2006,4,30.69,2.62,65.8,22.5,Normal,Mumbai,Spring
2006-04-25,2006,4,33.63,1.25,62.8,12.6,Normal,Mumbai,Spring
2006-04-26,2006,4,28.87,2.01,54.0,17.4,Normal,Mumbai,Spring
2006-04-27,2006,4,30.45,0.88,55.7,17.2,Normal,Mumbai,Spring
2006-04-28,2006,4,30.91,1.52,,12.9,Normal,Mumbai,Spring
2006-04-29,2006,4,30.43,2.72,56.8,13.3,Normal,Mumbai,Spring
2006-04-30,2006,4,30.19,1.78,54.2,16.5,Normal,Mumbai,Spring
2006-05-01,2006,5,33.29,2.89,79.8,14.9,Normal,Mumbai,Spring
2006-05-02,2006,5,32.45,0.68,54.5,32.8,Normal,Mumbai,Spring
2006-05-03,2006,5,33.44,2.81,66.7,10.0,Normal,Mumbai,Spring
2006-05-04,2006,5,34.01,1.17,63.9,12.6,Normal,Mumbai,Spring
2006-05-05,2006,5,33.47,2.45,44.8,12.4,Normal,Mumbai,Spring
2006-05-06,2006,5,34.16,0.05,53.2,12.5,Normal,Mumbai,Spring
2006-05-07,2006,5,33.16,1.29,68.2,27.5,Normal,Mumbai,Spring
2006-05-08,2006,5,31.58,2.26,58.7,6.2,Normal,Mumbai,Spring
2006-05-09,2006,5,35.04,0.23,45.4,25.3,Normal,Mumbai,Spring
2006-05-10,2006,5,32.66,1.3,63.9,9.4,Normal,Mumbai,Spring
2006-05-11,2006,5,,2.09,54.2,54.0,Normal,Mumbai,Spring
2006-05-12,2006,5,33.46,0.41,64.4,6.5,Normal,Mumbai,Spring
2006-05-13,2006,5,32.44,0.62,86.9,11.9,Normal,Mumbai,Spring
2006-05-14,2006,5,33.26,1.01,63.8,6.8,Normal,Mumbai,Spring
2006-05-15,2006,5,34.49,0.88,66.1,43.0,Normal,Mumbai,Spring
2006-05-16,2006,5,34.57,0.05,57.5,8.7,Normal,Mumbai,Spring
2006-05-17,2006,5,32.78,0.12,48.8,16.5,Normal,Mumbai,Spring
2006-05-18,2006,5,33.47,0.13,70.2,10.3,Normal,Mumbai,Spring
2006-05-19,2006,5,35.89,0.37,53.9,13.1,Normal,Mumbai,Spring
2006-05-20,2006,5,35.09,0.34,57.7,23.8,Normal,Mumbai,Spring
2006-05-21,2006,5,37.53,1.63,77.9,2.5,Normal,Mumbai,Spring
2006-05-22,2006,5,36.26,1.02,56.6,4.0,Normal,Mumbai,Spring
2006-05-23,2006,5,36.27,1.73,72.2,13.3,Normal,Mumbai,Spring
2006-05-24,2006,5,32.53,0.09,63.9,15.7,Normal,Mumbai,Spring
2006-05-25,2006,5,35.82,0.8,54.5,16.6,Normal,Mumbai,Spring
2006-05-26,2006,5,34.66,,63.4,26.9,Normal,Mumbai,Spring
2006-05-27,2006,5,33.97,2.28,52.8,21.4,Normal,Mumbai,Spring
2006-05-28,2006,5,35.1,1.48,69.0,0.9,Normal,Mumbai,Spring
2006-05-29,2006,5,36.32,2.44,72.5,2.2,Normal,Mumbai,Spring
2006-05-30,2006,5,35.7,0.06,60.5,4.7,Normal,Mumbai,Spring
2006-05-31,2006,5,33.68,1.53,73.4,8.0,Normal,Mumbai,Spring
2006-06-01,2006,6,36.16,8.64,93.3,11.8,Normal,Mumbai,Monsoon
2006-06-02,2006,6,34.13,3.45,100.0,13.8,Normal,Mumbai,Monsoon
2006-06-03,2006,6,35.45,7.51,81.5,7.5,Normal,Mumbai,Monsoon
2006-06-04,2006,6,34.71,9.95,78.5,22.9,Normal,Mumbai,Monsoon
2006-06-05,2006,6,34.88,107.51,82.8,6.4,Normal,Mumbai,Monsoon
2006-06-06,2006,6,36.39,12.4,85.7,38.9,Normal,Mumbai,Monsoon
2006-06-07,2006,6,33.71,14.22,75.9,14.6,Normal,Mumbai,Monsoon
2006-06-08,2006,6,38.22,8.11,81.3,27.4,Normal,Mumbai,Monsoon
2006-06-09,2006,6,32.6,5.25,93.1,10.4,Normal,Mumbai,Monsoon
2006-06-10,2006,6,34.46,20.12,86.0,14.7,Normal,Mumbai,Monsoon
2006-06-11,2006,6,35.93,8.2,95.2,12.0,Normal,Mumbai,Monsoon
2006-06-12,2006,6,36.28,62.86,87.9,3.5,Normal,Mumbai,Monsoon
2006-06-13,2006,6,35.27,7.33,76.3,14.2,Normal,Mumbai,Monsoon
2006-06-14,2006,6,35.35,0.85,80.4,4.7,Normal,Mumbai,Monsoon
2006-06-15,2006,6,36.06,13.77,87.0,11.1,Normal,Mumbai,Monsoon
2006-06-16,2006,6,35.11,0.57,76.0,12.0,Normal,Mumbai,Monsoon
2006-06-17,2006,6,37.56,3.46,75.0,41.6,Normal,Mumbai,Monsoon
2006-06-18,2006,6,36.73,5.24,75.5,21.4,Normal,Mumbai,Monsoon
2006-06-19,2006,6,36.79,16.14,89.1,12.7,Normal,Mumbai,Monsoon
2006-06-20,2006,6,34.03,8.18,82.1,15.2,Normal,Mumbai,Monsoon
2006-06-21,2006,6,35.36,0.35,94.5,21.9,Normal,Mumbai,Monsoon
2006-06-22,2006,6,35.03,11.51,77.8,20.0,Normal,Mumbai,Monsoon
2006-06-23,2006,6,33.96,6.36,65.3,13.5,Normal,Mumbai,Monsoon
2006-06-24,2006,6,36.0,30.59,84.0,8.7,Normal,Mumbai,Monsoon
2006-06-25,2006,6,34.65,8.31,98.2,20.4,Normal,Mumbai,Monsoon
2006-06-26,2006,6,36.42,14.81,85.3,3.2,Normal,Mumbai,Monsoon
2006-06-27,2006,6,33.82,2.96,74.0,17.8,Normal,Mumbai,Monsoon
2006-06-28,2006,6,37.99,17.17,72.0,40.9,Normal,Mumbai,Monsoon
2006-06-29,2006,6,34.04,15.32,94.6,8.2,Normal,Mumbai,Monsoon
2006-06-30,2006,6,35.7,28.13,78.5,7.8,Normal,Mumbai,Monsoon
2006-07-01,2006,7,36.53,0.41,97.3,12.2,Normal,Mumbai,Monsoon
2006-07-02,2006,7,34.46,7.12,90.2,55.7,Normal,Mumbai,Monsoon
2006-07-03,2006,7,36.57,13.64,78.8,3.1,Normal,Mumbai,Monsoon
2006-07-04,2006,7,33.41,1.2,94.3,18.9,Normal,Mumbai,Monsoon
2006-07-05,2006,7,37.4,6.34,77.6,5.9,Normal,Mumbai,Monsoon
2006-07-06,2006,7,35.21,34.2,73.4,5.1,Normal,Mumbai,Monsoon
2006-07-07,2006,7,34.26,6.87,78.1,16.3,Normal,Mumbai,Monsoon
2006-07-08,2006,7,34.66,50.72,91.1,23.2,Normal,Mumbai,Monsoon
2006-07-09,2006,7,36.28,0.7,94.1,14.7,Normal,Mumbai,Monsoon
2006-07-10,2006,7,34.15,15.18,81.8,1.5,Normal,Mumbai,Monsoon
2006-07-11,2006,7,33.85,10.44,70.1,4.4,Normal,Mumbai,Monsoon
2006-07-12,2006,7,34.59,8.33,72.5,14.0,Normal,Mumbai,Monsoon
2006-07-13,2006,7,33.11,42.42,76.5,28.5,Normal,Mumbai,Monsoon
2006-07-14,2006,7,37.55,1.67,74.6,15.2,Normal,Mumbai,Monsoon
2006-07-15,2006,7,33.92,27.16,87.1,1.2,Normal,Mumbai,Monsoon
2006-07-16,2006,7,35.95,14.1,100.0,31.5,Normal,Mumbai,Monsoon
2006-07-17,2006,7,34.96,3.6,91.4,17.7,Normal,Mumbai,Monsoon
2006-07-18,2006,7,33.11,27.83,76.0,11.8,Normal,Mumbai,Monsoon
2006-07-19,2006,7,34.51,6.73,79.4,12.6,Normal,Mumbai,Monsoon
2006-07-20,2006,7,35.63,20.2,81.0,4.0,Normal,Mumbai,Monsoon
2006-07-21,2006,7,34.1,5.91,88.1,20.2,Normal,Mumbai,Monsoon
2006-07-22,2006,7,36.1,,97.6,21.4,Normal,Mumbai,Monsoon
2006-07-23,2006,7,35.77,12.15,81.3,27.0,Normal,Mumbai,Monsoon
2006-07-24,2006,7,35.55,1.82,97.3,20.6,Normal,Mumbai,Monsoon
2006-07-25,2006,7,33.4,12.59,100.0,36.5,Normal,Mumbai,Monsoon
2006-07-26,2006,7,32.39,2.55,82.2,21.7,Normal,Mumbai,Monsoon
2006-07-27,2006,7,33.01,6.37,82.0,21.6,Normal,Mumbai,Monsoon
2006-07-28,2006,7,34.14,2.24,82.1,6.2,Normal,Mumbai,Monsoon
2006-07-29,2006,7,34.58,0.27,85.5,4.4,Normal,Mumbai,Monsoon
2006-07-30,2006,7,30.42,2.86,82.1,14.7,Normal,Mumbai,Monsoon
2006-07-31,2006,7,33.58,9.22,92.1,13.5,Normal,Mumbai,Monsoon
2006-08-01,2006,8,33.74,7.88,72.6,2.1,Normal,Mumbai,Monsoon
2006-08-02,2006,8,32.99,8.35,80.7,13.6,Normal,Mumbai,Monsoon
2006-08-03,2006,8,35.25,3.42,87.6,28.0,Normal,Mumbai,Monsoon
2006-08-04,2006,8,33.85,13.87,92.0,24.1,Normal,Mumbai,Monsoon
2006-08-05,2006,8,35.09,14.62,100.0,43.3,Normal,Mumbai,Monsoon
2006-08-06,2006,8,32.7,5.32,74.7,20.6,Normal,Mumbai,Monsoon
2006-08-07,2006,8,34.33,25.56,79.8,29.4,Normal,Mumbai,Monsoon
2006-08-08,2006,8,35.28,12.39,66.9,25.7,Normal,Mumbai,Monsoon
2006-08-09,2006,8,34.69,14.98,76.1,30.9,Normal,Mumbai,Monsoon
2006-08-10,2006,8,30.98,3.9,70.8,9.1,Normal,Mumbai,Monsoon
2006-08-11,2006,8,32.13,0.01,80.8,5.9,Normal,Mumbai,Monsoon
2006-08-12,2006,8,31.88,24.06,83.2,36.2,Normal,Mumbai,Monsoon
2006-08-13,2006,8,33.03,20.74,88.8,1.2,Normal,Mumbai,Monsoon
2006-08-14,2006,8,33.21,1.58,82.6,5.1,Normal,Mumbai,Monsoon
2006-08-15,2006,8,30.81,5.62,88.8,10.8,Normal,Mumbai,Monsoon
2006-08-16,2006,8,32.06,12.99,85.9,10.8,Normal,Mumbai,Monsoon
2006-08-17,2006,8,28.81,12.67,76.7,12.9,Normal,Mumbai,Monsoon
2006-08-18,2006,8,33.89,23.62,71.5,11.3,Normal,Mumbai,Monsoon
2006-08-19,2006,8,30.84,1.81,89.7,13.9,Normal,Mumbai,Monsoon
2006-08-20,2006,8,31.57,6.74,98.2,17.8,Normal,Mumbai,Monsoon
2006-08-21,2006,8,30.91,1.23,100.0,16.7,Normal,Mumbai,Monsoon
2006-08-22,2006,8,32.97,5.92,92.5,2.3,Normal,Mumbai,Monsoon
2006-08-23,2006,8,26.87,0.18,96.7,9.6,Normal,Mumbai,Monsoon
2006-08-24,2006,8,30.98,27.43,88.7,11.6,Normal,Mumbai,Monsoon
2006-08-25,2006,8,30.72,8.99,87.4,30.1,Normal,Mumbai,Monsoon
2006-08-26,2006,8,30.07,22.75,85.9,3.4,Normal,Mumbai,Monsoon
2006-08-27,2006,8,33.22,0.74,84.2,23.3,Normal,Mumbai,Monsoon
2006-08-28,2006,8,29.17,3.1,89.9,21.4,Normal,Mumbai,Monsoon
2006-08-29,2006,8,31.53,3.6,80.8,15.5,Normal,Mumbai,Monsoon
2006-08-30,2006,8,30.78,5.87,83.8,15.9,Normal,Mumbai,Monsoon
2006-08-31,2006,8,32.01,19.49,75.6,9.6,Normal,Mumbai,Monsoon
2006-09-01,2006,9,28.98,5.86,88.8,10.7,Normal,Mumbai,Monsoon
2006-09-02,2006,9,28.75,2.75,77.3,21.5,Normal,Mumbai,Monsoon
2006-09-03,2006,9,31.37,0.81,85.3,7.3,Normal,Mumbai,Monsoon
2006-09-04,2006,9,30.23,0.99,,14.9,Normal,Mumbai,Monsoon
2006-09-05,2006,9,27.14,17.13,89.7,8.7,Normal,Mumbai,Monsoon
2006-09-06,2006,9,28.51,7.06,91.2,18.4,Normal,Mumbai,Monsoon
2006-09-07,2006,9,29.77,15.54,83.3,11.6,Normal,Mumbai,Monsoon
2006-09-08,2006,9,30.31,13.76,88.9,6.0,Normal,Mumbai,Monsoon
2006-09-09,2006,9,27.9,1.75,81.1,22.9,Normal,Mumbai,Monsoon
2006-09-10,2006,9,24.41,1.85,69.2,6.8,Normal,Mumbai,Monsoon
2006-09-11,2006,9,29.43,16.89,89.2,14.4,Normal,Mumbai,Monsoon
2006-09-12,2006,9,26.68,15.33,87.4,34.4,Normal,Mumbai,Monsoon
2006-09-13,2006,9,25.35,5.7,93.1,22.0,Normal,Mumbai,Monsoon
2006-09-14,2006,9,23.99,0.97,84.8,14.7,Normal,Mumbai,Monsoon
2006-09-15,2006,9,29.32,0.15,72.2,9.6,Normal,Mumbai,Monsoon
2006-09-16,2006,9,28.15,4.08,,40.6,Normal,Mumbai,Monsoon
2006-09-17,2006,9,27.49,0.11,92.1,14.4,Normal,Mumbai,Monsoon
2006-09-18,2006,9,29.77,3.14,88.8,14.8,Normal,Mumbai,Monsoon
2006-09-19,2006,9,28.5,6.53,83.8,15.5,Normal,Mumbai,Monsoon
2006-09-20,2006,9,29.84,1.55,71.7,7.3,Normal,Mumbai,Monsoon
2006-09-21,2006,9,25.18,1.32,76.8,13.3,Normal,Mumbai,Monsoon
2006-09-22,2006,9,27.08,27.21,88.8,13.2,Normal,Mumbai,Monsoon
2006-09-23,2006,9,24.57,10.57,71.7,,Normal,Mumbai,Monsoon
2006-09-24,2006,9,26.52,32.7,82.5,26.5,Normal,Mumbai,Monsoon
2006-09-25,2006,9,26.35,5.09,85.3,28.3,Normal,Mumbai,Monsoon
2006-09-26,2006,9,27.53,13.57,94.2,11.5,Normal,Mumbai,Monsoon
2006-09-27,2006,9,26.52,2.75,89.9,28.9,Normal,Mumbai,Monsoon
2006-09-28,2006,9,27.25,11.56,92.7,17.3,Normal,Mumbai,Monsoon
2006-09-29,2006,9,27.23,1.67,87.4,10.1,Normal,Mumbai,Monsoon
2006-09-30,2006,9,29.27,0.02,78.2,22.4,Normal,Mumbai,Monsoon
2006-10-01,2006,10,25.43,1.35,55.2,4.1,Normal,Mumbai,Autumn
2006-10-02,2006,10,24.36,0.79,54.7,15.0,Normal,Mumbai,Autumn
2006-10-03,2006,10,26.01,5.75,59.9,28.7,Normal,Mumbai,Autumn
2006-10-04,2006,10,24.3,0.62,,7.6,Normal,Mumbai,Autumn
2006-10-05,2006,10,27.59,0.14,76.7,5.7,Normal,Mumbai,Autumn
2006-10-06,2006,10,24.81,2.07,57.7,13.9,Normal,Mumbai,Autumn
2006-10-07,2006,10,24.26,0.29,47.4,13.4,Normal,Mumbai,Autumn
2006-10-08,2006,10,24.27,1.5,52.6,5.4,Normal,Mumbai,Autumn
2006-10-09,2006,10,25.92,0.24,64.8,1.3,Normal,Mumbai,Autumn
2006-10-10,2006,10,24.48,0.02,58.9,2.1,Normal,Mumbai,Autumn
2006-10-11,2006,10,23.62,0.21,44.2,29.7,Normal,Mumbai,Autumn
2006-10-12,2006,10,26.96,,55.0,2.0,Normal,Mumbai,Autumn
2006-10-13,2006,10,23.05,0.14,73.1,25.7,Normal,Mumbai,Autumn
2006-10-14,2006,10,24.26,0.26,62.9,4.8,Normal,Mumbai,Autumn
2006-10-15,2006,10,25.06,1.74,60.5,8.9,Normal,Mumbai,Autumn
2006-10-16,2006,10,21.51,1.76,56.1,6.3,Normal,Mumbai,Autumn
2006-10-17,2006,10,24.55,2.04,55.4,8.1,Normal,Mumbai,Autumn
2006-10-18,2006,10,22.13,2.21,65.4,23.5,Normal,Mumbai,Autumn
2006-10-19,2006,10,24.82,0.65,61.4,7.3,Normal,Mumbai,Autumn
2006-10-20,2006,10,22.03,2.43,67.7,22.2,Normal,Mumbai,Autumn
2006-10-21,2006,10,24.39,0.9,65.5,9.3,Normal,Mumbai,Autumn
2006-10-22,2006,10,24.89,0.76,60.2,13.3,Normal,Mumbai,Autumn
2006-10-23,2006,10,24.41,1.52,63.8,5.0,Normal,Mumbai,Autumn
2006-10-24,2006,10,23.38,0.29,54.1,18.2,Normal,Mumbai,Autumn
2006-10-25,2006,10,22.54,1.87,59.5,21.5,Normal,Mumbai,Autumn
2006-10-26,2006,10,21.91,0.67,73.4,15.1,Normal,Mumbai,Autumn
2006-10-27,2006,10,24.87,0.16,60.1,8.9,Normal,Mumbai,Autumn
2006-10-28,2006,10,21.51,0.15,57.8,11.3,Normal,Mumbai,Autumn
2006-10-29,2006,10,20.89,0.22,62.1,7.3,Normal,Mumbai,Autumn
2006-10-30,2006,10,23.34,2.65,48.3,4.9,Normal,Mumbai,Autumn
2006-10-31,2006,10,21.04,5.64,62.2,17.1,Normal,Mumbai,Autumn
2006-11-01,2006,11,20.71,0.53,77.0,7.2,Normal,Mumbai,Autumn
2006-11-02,2006,11,19.87,0.41,51.9,16.3,Normal,Mumbai,Autumn
2006-11-03,2006,11,21.21,0.3,62.7,19.6,Normal,Mumbai,Autumn
2006-11-04,2006,11,21.71,2.08,59.8,12.1,Normal,Mumbai,Autumn
2006-11-05,2006,11,22.1,0.28,59.5,26.9,Normal,Mumbai,Autumn
2006-11-06,2006,11,23.07,3.09,59.3,14.2,Normal,Mumbai,Autumn
2006-11-07,2006,11,22.34,1.32,67.1,14.3,Normal,Mumbai,Autumn
2006-11-08,2006,11,21.17,2.73,49.0,7.1,Normal,Mumbai,Autumn
2006-11-09,2006,11,21.07,0.97,66.9,19.1,Normal,Mumbai,Autumn
2006-11-10,2006,11,22.05,1.41,60.7,36.6,Normal,Mumbai,Autumn
2006-11-11,2006,11,23.1,1.16,42.4,7.3,Normal,Mumbai,Autumn
2006-11-12,2006,11,21.3,2.13,63.8,7.8,Normal,Mumbai,Autumn
2006-11-13,2006,11,20.32,2.17,61.1,19.5,Normal,Mumbai,Autumn
2006-11-14,2006,11,19.46,1.07,51.3,13.4,Normal,Mumbai,Autumn
2006-11-15,2006,11,18.7,1.2,61.6,17.0,Normal,Mumbai,Autumn
2006-11-16,2006,11,21.79,3.06,46.8,12.8,Normal,Mumbai,Autumn
2006-11-17,2006,11,21.58,3.19,53.2,42.0,Normal,Mumbai,Autumn
2006-11-18,2006,11,21.51,1.31,60.4,6.5,Normal,Mumbai,Autumn
2006-11-19,2006,11,20.38,0.01,43.1,22.8,Normal,Mumbai,Autumn
2006-11-20,2006,11,22.62,0.13,48.5,10.2,Normal,Mumbai,Autumn
2006-11-21,2006,11,19.71,2.34,50.0,10.9,Normal,Mumbai,Autumn
2006-11-22,2006,11,21.81,0.11,60.8,11.4,Normal,Mumbai,Autumn
2006-11-23,2006,11,20.26,0.29,64.4,23.4,Normal,Mumbai,Autumn
2006-11-24,2006,11,19.34,0.31,51.1,27.8,Normal,Mumbai,Autumn
2006-11-25,2006,11,21.08,1.1,50.5,6.0,Normal,Mumbai,Autumn
2006-11-26,2006,11,20.75,1.03,61.4,4.7,Normal,Mumbai,Autumn
2006-11-27,2006,11,20.62,0.41,61.1,11.4,Normal,Mumbai,Autumn
2006-11-28,2006,11,20.16,0.28,53.0,22.5,Normal,Mumbai,Autumn
2006-11-29,2006,11,,1.74,78.3,7.6,Normal,Mumbai,Autumn
2006-11-30,2006,11,23.52,3.29,61.8,12.6,Normal,Mumbai,Autumn
2006-12-01,2006,12,21.67,0.07,58.3,4.7,Normal,Mumbai,Winter
2006-12-02,2006,12,20.93,0.17,56.1,8.0,Normal,Mumbai,Winter
2006-12-03,2006,12,19.98,1.23,70.1,18.1,Normal,Mumbai,Winter
2006-12-04,2006,12,21.28,1.96,65.5,5.4,Normal,Mumbai,Winter
2006-12-05,2006,12,20.51,1.88,42.6,4.3,Normal,Mumbai,Winter
2006-12-06,2006,12,19.74,1.53,53.0,17.7,Normal,Mumbai,Winter
2006-12-07,2006,12,19.22,2.62,55.5,15.5,Normal,Mumbai,Winter
2006-12-08,2006,12,19.52,0.29,59.9,10.6,Normal,Mumbai,Winter
2006-12-09,2006,12,14.86,0.14,66.3,17.1,Normal,Mumbai,Winter
2006-12-10,2006,12,19.91,1.15,49.3,18.3,Normal,Mumbai,Winter
2006-12-11,2006,12,18.84,2.07,59.2,8.6,Normal,Mumbai,Winter
2006-12-12,2006,12,21.94,1.05,77.0,4.3,Normal,Mumbai,Winter
2006-12-13,2006,12,19.56,3.96,60.3,16.7,Normal,Mumbai,Winter
2006-12-14,2006,12,17.74,1.91,53.1,4.9,Normal,Mumbai,Winter
2006-12-15,2006,12,19.43,1.45,46.7,28.3,Normal,Mumbai,Winter
2006-12-16,2006,12,17.93,0.07,55.1,15.0,Normal,Mumbai,Winter
2006-12-17,2006,12,20.2,0.14,49.2,20.4,Normal,Mumbai,Winter
2006-12-18,2006,12,19.92,1.84,56.1,11.4,Normal,Mumbai,Winter
